#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.701543E+00   0.168689E+06   0.167894E+06  -0.437817E-02  -0.919126E-02   0.000000E+00   0.168564E+06   0.168564E+06   0.168564E+06  -0.398314E-02   0.880328E+05   0.880280E+05   0.225054E-02
   0.755483E+00   0.149881E+06   0.149175E+06  -0.871891E-03  -0.704198E-02   0.000000E+00   0.149770E+06   0.149770E+06   0.149770E+06  -0.353904E-02   0.782175E+05   0.782133E+05   0.185633E-02
   0.813569E+00   0.133077E+06   0.132451E+06  -0.695847E-03  -0.539155E-02   0.000000E+00   0.132979E+06   0.132979E+06   0.132979E+06  -0.314227E-02   0.694484E+05   0.694447E+05   0.153034E-02
   0.876122E+00   0.118079E+06   0.117523E+06  -0.507506E-03  -0.412518E-02   0.000000E+00   0.117992E+06   0.117992E+06   0.117992E+06  -0.278813E-02   0.616214E+05   0.616181E+05   0.126093E-02
   0.943484E+00   0.104705E+06   0.104212E+06  -0.393155E-03  -0.315427E-02   0.000000E+00   0.104628E+06   0.104628E+06   0.104628E+06  -0.247234E-02   0.546421E+05   0.546391E+05   0.103838E-02
   0.101602E+01   0.927907E+05   0.923539E+05  -0.296632E-03  -0.241043E-02   0.000000E+00   0.927223E+05   0.927223E+05   0.927223E+05  -0.219101E-02   0.484242E+05   0.484216E+05   0.854664E-03
   0.109414E+01   0.821827E+05   0.817959E+05  -0.226142E-03  -0.184090E-02   0.000000E+00   0.821222E+05   0.821222E+05   0.821222E+05  -0.194053E-02   0.428883E+05   0.428860E+05   0.703093E-03
   0.117827E+01   0.727461E+05   0.724037E+05  -0.172830E-03  -0.140514E-02   0.000000E+00   0.726925E+05   0.726925E+05   0.726925E+05  -0.171771E-02   0.379637E+05   0.379616E+05   0.578128E-03
   0.126886E+01   0.643583E+05   0.640554E+05  -0.131940E-03  -0.107195E-02   0.000000E+00   0.643109E+05   0.643109E+05   0.643109E+05  -0.151965E-02   0.335864E+05   0.335845E+05   0.475169E-03
   0.136642E+01   0.569068E+05   0.566390E+05  -0.100591E-03  -0.817325E-03   0.000000E+00   0.568649E+05   0.568649E+05   0.568649E+05  -0.134371E-02   0.296977E+05   0.296961E+05   0.390380E-03
   0.147148E+01   0.502926E+05   0.500560E+05  -0.766713E-04  -0.622866E-03   0.000000E+00   0.502556E+05   0.502556E+05   0.502556E+05  -0.118753E-02   0.262460E+05   0.262446E+05   0.320602E-03
   0.158462E+01   0.444250E+05   0.442159E+05  -0.584023E-04  -0.474436E-03   0.000000E+00   0.443923E+05   0.443923E+05   0.443923E+05  -0.104898E-02   0.231839E+05   0.231826E+05   0.263206E-03
   0.170645E+01   0.392232E+05   0.390387E+05  -0.444863E-04  -0.361205E-03   0.000000E+00   0.391943E+05   0.391943E+05   0.391943E+05  -0.926154E-03   0.204692E+05   0.204681E+05   0.216019E-03
   0.183766E+01   0.346144E+05   0.344515E+05  -0.337713E-04  -0.274870E-03   0.000000E+00   0.345889E+05   0.345889E+05   0.345889E+05  -0.817329E-03   0.180641E+05   0.180631E+05   0.177245E-03
   0.197895E+01   0.305335E+05   0.303898E+05  -0.256905E-04  -0.209078E-03   0.000000E+00   0.305110E+05   0.305110E+05   0.305110E+05  -0.720969E-03   0.159344E+05   0.159335E+05   0.145399E-03
   0.213110E+01   0.269220E+05   0.267953E+05  -0.195060E-04  -0.158964E-03   0.000000E+00   0.269021E+05   0.269021E+05   0.269021E+05  -0.635692E-03   0.140497E+05   0.140489E+05   0.119254E-03
   0.229495E+01   0.237277E+05   0.236160E+05  -0.148126E-04  -0.120811E-03   0.000000E+00   0.237102E+05   0.237102E+05   0.237102E+05  -0.560267E-03   0.123826E+05   0.123820E+05   0.977985E-04
   0.247141E+01   0.209038E+05   0.208055E+05  -0.112854E-04  -0.917777E-04   0.000000E+00   0.208884E+05   0.208884E+05   0.208884E+05  -0.493589E-03   0.109090E+05   0.109084E+05   0.801985E-04
   0.266142E+01   0.184088E+05   0.183222E+05  -0.860856E-05  -0.696942E-04   0.000000E+00   0.183952E+05   0.183952E+05   0.183952E+05  -0.434676E-03   0.960691E+04   0.960639E+04   0.657660E-04
   0.286605E+01   0.162054E+05   0.161291E+05  -0.647254E-05  -0.529042E-04   0.000000E+00   0.161934E+05   0.161934E+05   0.161934E+05  -0.382647E-03   0.845702E+04   0.845656E+04   0.539349E-04
   0.308641E+01   0.142604E+05   0.141933E+05  -0.494830E-05  -0.401442E-04   0.000000E+00   0.142499E+05   0.142499E+05   0.142499E+05  -0.336722E-03   0.744201E+04   0.744160E+04   0.442390E-04
   0.332371E+01   0.125443E+05   0.124853E+05  -0.375072E-05  -0.304509E-04   0.000000E+00   0.125351E+05   0.125351E+05   0.125351E+05  -0.296202E-03   0.654646E+04   0.654610E+04   0.362951E-04
   0.357926E+01   0.110310E+05   0.109790E+05  -0.282509E-05  -0.230900E-04   0.000000E+00   0.110228E+05   0.110228E+05   0.110228E+05  -0.260467E-03   0.575667E+04   0.575635E+04   0.297879E-04
   0.385446E+01   0.969687E+04   0.965120E+04  -0.213244E-05  -0.175026E-04   0.000000E+00   0.968972E+04   0.968972E+04   0.968972E+04  -0.228966E-03   0.506046E+04   0.506018E+04   0.244586E-04
   0.415082E+01   0.852133E+04   0.848119E+04  -0.162419E-05  -0.132629E-04   0.000000E+00   0.851505E+04   0.851505E+04   0.851505E+04  -0.201209E-03   0.444699E+04   0.444674E+04   0.200944E-04
   0.446996E+01   0.748591E+04   0.745064E+04  -0.122036E-05  -0.100470E-04   0.000000E+00   0.748039E+04   0.748039E+04   0.748039E+04  -0.176760E-03   0.390664E+04   0.390642E+04   0.165209E-04
   0.481364E+01   0.657427E+04   0.654329E+04  -0.947292E-06  -0.760852E-05   0.000000E+00   0.656943E+04   0.656943E+04   0.656943E+04  -0.155234E-03   0.343088E+04   0.343069E+04   0.135948E-04
   0.518374E+01   0.577193E+04   0.574471E+04  -0.709606E-06  -0.576014E-05   0.000000E+00   0.576767E+04   0.576767E+04   0.576767E+04  -0.136289E-03   0.301217E+04   0.301199E+04   0.111987E-04
   0.558230E+01   0.506602E+04   0.504212E+04  -0.523557E-06  -0.435953E-05   0.000000E+00   0.506228E+04   0.506228E+04   0.506228E+04  -0.119621E-03   0.264378E+04   0.264362E+04   0.923638E-05
   0.601151E+01   0.444518E+04   0.442420E+04  -0.399948E-06  -0.329855E-05   0.000000E+00   0.444190E+04   0.444190E+04   0.444190E+04  -0.104961E-03   0.231978E+04   0.231965E+04   0.762899E-05
   0.647371E+01   0.389935E+04   0.388094E+04  -0.312528E-06  -0.249509E-05   0.000000E+00   0.389647E+04   0.389647E+04   0.389647E+04  -0.920728E-04   0.203493E+04   0.203481E+04   0.631195E-05
   0.697145E+01   0.341963E+04   0.340347E+04  -0.223673E-06  -0.188683E-05   0.000000E+00   0.341710E+04   0.341710E+04   0.341710E+04  -0.807454E-04   0.178458E+04   0.178447E+04   0.523238E-05
   0.750747E+01   0.299814E+04   0.298396E+04  -0.176261E-06  -0.142648E-05   0.000000E+00   0.299593E+04   0.299593E+04   0.299593E+04  -0.707931E-04   0.156462E+04   0.156453E+04   0.434700E-05
   0.808469E+01   0.262794E+04   0.261550E+04  -0.130936E-06  -0.107818E-05   0.000000E+00   0.262599E+04   0.262599E+04   0.262599E+04  -0.620517E-04   0.137143E+04   0.137134E+04   0.362044E-05
   0.870629E+01   0.230288E+04   0.229197E+04  -0.942370E-07  -0.814715E-06   0.000000E+00   0.230117E+04   0.230117E+04   0.230117E+04  -0.543762E-04   0.120179E+04   0.120171E+04   0.302373E-05
   0.937569E+01   0.201754E+04   0.200797E+04  -0.713630E-07  -0.615485E-06   0.000000E+00   0.201604E+04   0.201604E+04   0.201604E+04  -0.476387E-04   0.105288E+04   0.105281E+04   0.253320E-05
   0.100966E+02   0.176714E+04   0.175875E+04  -0.614977E-07  -0.464865E-06   0.000000E+00   0.176583E+04   0.176583E+04   0.176583E+04  -0.417262E-04   0.922206E+03   0.922142E+03   0.212951E-05
   0.108728E+02   0.154747E+04   0.154010E+04  -0.424487E-07  -0.351025E-06   0.000000E+00   0.154632E+04   0.154632E+04   0.154632E+04  -0.365391E-04   0.807565E+03   0.807507E+03   0.179684E-05
   0.117088E+02   0.135480E+04   0.134834E+04  -0.331150E-07  -0.265003E-06   0.000000E+00   0.135379E+04   0.135379E+04   0.135379E+04  -0.319897E-04   0.707018E+03   0.706964E+03   0.152229E-05
   0.126091E+02   0.118586E+04   0.118019E+04  -0.222549E-07  -0.200019E-06   0.000000E+00   0.118497E+04   0.118497E+04   0.118497E+04  -0.280007E-04   0.618855E+03   0.618806E+03   0.129528E-05
   0.135785E+02   0.103777E+04   0.103279E+04  -0.170534E-07  -0.150938E-06   0.000000E+00   0.103699E+04   0.103699E+04   0.103699E+04  -0.245039E-04   0.541570E+03   0.541525E+03   0.110722E-05
   0.146225E+02   0.907982E+03   0.903615E+03  -0.159990E-07  -0.113877E-06   0.000000E+00   0.907299E+03   0.907299E+03   0.907299E+03  -0.214393E-04   0.473839E+03   0.473797E+03   0.951048E-06
   0.157468E+02   0.794266E+03   0.790432E+03  -0.126270E-07  -0.858984E-07   0.000000E+00   0.793666E+03   0.793666E+03   0.793666E+03  -0.187542E-04   0.414494E+03   0.414455E+03   0.821025E-06
   0.169575E+02   0.694655E+03   0.691287E+03  -0.882285E-08  -0.647812E-07   0.000000E+00   0.694128E+03   0.694128E+03   0.694128E+03  -0.164021E-04   0.362510E+03   0.362474E+03   0.712455E-06
   0.182614E+02   0.607418E+03   0.604459E+03  -0.641457E-08  -0.488460E-07   0.000000E+00   0.606955E+03   0.606955E+03   0.606955E+03  -0.143422E-04   0.316984E+03   0.316950E+03   0.621503E-06
   0.196654E+02   0.531035E+03   0.528434E+03  -0.571275E-08  -0.368236E-07   0.000000E+00   0.530628E+03   0.530628E+03   0.530628E+03  -0.125386E-04   0.277122E+03   0.277090E+03   0.545036E-06
   0.211774E+02   0.464172E+03   0.461884E+03  -0.224020E-08  -0.277551E-07   0.000000E+00   0.463814E+03   0.463814E+03   0.463814E+03  -0.109598E-04   0.242229E+03   0.242198E+03   0.480496E-06
   0.228057E+02   0.405653E+03   0.403638E+03  -0.339116E-08  -0.209161E-07   0.000000E+00   0.405338E+03   0.405338E+03   0.405338E+03  -0.957805E-05   0.211689E+03   0.211660E+03   0.425793E-06
   0.245591E+02   0.354448E+03   0.352673E+03  -0.273025E-08  -0.157595E-07   0.000000E+00   0.354171E+03   0.354171E+03   0.354171E+03  -0.836898E-05   0.184967E+03   0.184939E+03   0.379215E-06
   0.264474E+02   0.309652E+03   0.308086E+03  -0.770277E-09  -0.118720E-07   0.000000E+00   0.309407E+03   0.309407E+03   0.309407E+03  -0.731123E-05   0.161590E+03   0.161563E+03   0.339366E-06
   0.284808E+02   0.270471E+03   0.269087E+03  -0.114019E-08  -0.894198E-08   0.000000E+00   0.270254E+03   0.270254E+03   0.270254E+03  -0.638605E-05   0.141142E+03   0.141116E+03   0.305101E-06
   0.306706E+02   0.236206E+03   0.234982E+03  -0.137850E-08  -0.673392E-08   0.000000E+00   0.236015E+03   0.236015E+03   0.236015E+03  -0.557698E-05   0.123261E+03   0.123235E+03   0.275483E-06
   0.330288E+02   0.206248E+03   0.205163E+03  -0.873428E-10  -0.507025E-08   0.000000E+00   0.206078E+03   0.206078E+03   0.206078E+03  -0.486958E-05   0.107626E+03   0.107601E+03   0.249744E-06
   0.355683E+02   0.180058E+03   0.179095E+03  -0.140916E-09  -0.381696E-08   0.000000E+00   0.179907E+03   0.179907E+03   0.179907E+03  -0.425118E-05   0.939586E+02   0.939343E+02   0.227253E-06
   0.383030E+02   0.157168E+03   0.156311E+03  -0.712797E-09  -0.287299E-08   0.000000E+00   0.157034E+03   0.157034E+03   0.157034E+03  -0.371068E-05   0.820129E+02   0.819891E+02   0.207492E-06
   0.412480E+02   0.137165E+03   0.136401E+03  -0.517826E-09  -0.216211E-08   0.000000E+00   0.137045E+03   0.137045E+03   0.137045E+03  -0.323835E-05   0.715739E+02   0.715504E+02   0.190036E-06
   0.444194E+02   0.119688E+03   0.119004E+03  -0.506131E-09  -0.162686E-08   0.000000E+00   0.119581E+03   0.119581E+03   0.119581E+03  -0.282567E-05   0.624530E+02   0.624297E+02   0.174533E-06
   0.478346E+02   0.104420E+03   0.103806E+03  -0.152735E-11  -0.122392E-08   0.000000E+00   0.104324E+03   0.104324E+03   0.104324E+03  -0.246515E-05   0.544851E+02   0.544620E+02   0.160692E-06
   0.515125E+02   0.910841E+02   0.905320E+02   0.121706E-09  -0.920621E-09   0.000000E+00   0.909977E+02   0.909977E+02   0.909977E+02  -0.215026E-05   0.475256E+02   0.475027E+02   0.148275E-06
   0.554731E+02   0.794380E+02   0.789392E+02   0.601445E-10  -0.692368E-09   0.000000E+00   0.793599E+02   0.793599E+02   0.793599E+02  -0.187526E-05   0.414477E+02   0.414249E+02   0.137081E-06
   0.597382E+02   0.692688E+02   0.688165E+02  -0.229726E-09  -0.520617E-09   0.000000E+00   0.691980E+02   0.691980E+02   0.691980E+02  -0.163514E-05   0.361407E+02   0.361180E+02   0.126944E-06
   0.643313E+02   0.603907E+02   0.599788E+02  -0.878684E-10  -0.391403E-09   0.000000E+00   0.603262E+02   0.603262E+02   0.603262E+02  -0.142550E-05   0.315074E+02   0.314847E+02   0.117726E-06
   0.692775E+02   0.526408E+02   0.522640E+02  -0.109194E-09  -0.294206E-09   0.000000E+00   0.525818E+02   0.525818E+02   0.525818E+02  -0.124250E-05   0.274629E+02   0.274402E+02   0.109312E-06
   0.746040E+02   0.458767E+02   0.455305E+02   0.856705E-10  -0.221106E-09   0.000000E+00   0.458225E+02   0.458225E+02   0.458225E+02  -0.108278E-05   0.239329E+02   0.239102E+02   0.101603E-06
   0.803401E+02   0.399738E+02   0.396541E+02  -0.598806E-10  -0.166136E-09   0.000000E+00   0.399238E+02   0.399238E+02   0.399238E+02  -0.943390E-06   0.208523E+02   0.208295E+02   0.945159E-07
   0.865171E+02   0.348232E+02   0.345265E+02   0.662484E-10  -0.124808E-09   0.000000E+00   0.347768E+02   0.347768E+02   0.347768E+02  -0.821768E-06   0.181643E+02   0.181415E+02   0.879818E-07
   0.931691E+02   0.303296E+02   0.300529E+02   0.608532E-10  -0.937409E-10   0.000000E+00   0.302863E+02   0.302863E+02   0.302863E+02  -0.715659E-06   0.158192E+02   0.157963E+02   0.819405E-07
   0.100333E+03   0.264097E+02   0.261504E+02  -0.698823E-10  -0.703913E-10   0.000000E+00   0.263691E+02   0.263691E+02   0.263691E+02  -0.623097E-06   0.137734E+02   0.137505E+02   0.763405E-07
